NF;Produto;Categoria;Valor;Quantidade;Total bruto;Forma de pagamento;Data da venda;Comissão;Data Vencimento;Vendedor Novo
1847;Calça;Seção Masculina;44,21;53;2343,13;Boleto - à prazo;13/11/2021;0,15;02/12/2021;1
1848;Vestido;Seção Feminina;26,55;47;1247,85;À vista - Dinheiro;13/11/2021;0,1;13/11/2021;0
1849;Tênis;Seção Feminina;26,1;56;1461,6;Dinheiro - À vista;13/11/2021;0,1;13/11/2021;1
1850;Casaco;Seção Masculina;26,55;10;265,5;Boleto - à prazo;13/11/2021;0,15;12/01/2022;1
1851;Tênis;Seção Masculina;26,1;95;2479,5;À prazo - Cartão;13/11/2021;0,15;02/01/2022;1
1852;Vestido;Seção Feminina;38,93;23;895,39;À vista - boleto;14/11/2021;0,1;09/01/2022;0
1853;Vestido;Seção Masculina;44,21;55;2431,55;Boleto - à prazo;15/11/2021;0,1;28/11/2021;0
1854;Casaco;Seção Feminina;26,55;66;1752,3;À prazo - Cartão;15/11/2021;0,1;16/12/2021;0
1855;Casaco;Seção Masculina;21;50;1050;À vista - cartão;15/11/2021;0,1;31/12/2021;0
1856;Vestido;Seção Masculina;44,21;2;88,42;À vista - cartão;15/11/2021;0,15;30/11/2021;0
1857;Sapato;Seção Masculina;26,1;95;2479,5;À prazo - Cartão;16/11/2021;0,1;22/12/2021;0
1858;Vestido;Seção Masculina;21;10;210;À prazo - Cartão;17/11/2021;0,05;31/12/2021;0
1859;Vestido;Seção Feminina;21,34;40;853,6;Boleto - à prazo;18/11/2021;0,1;11/12/2021;1
1860;Vestido;Seção Feminina;26,1;92;2401,2;Boleto - à prazo;18/11/2021;0,15;14/01/2022;0
1861;Casaco;Seção Masculina;44,21;34;1503,14;Boleto - à prazo;19/11/2021;0,1;22/11/2021;1
1862;Vestido;Seção Masculina;44,21;78;3448,38;Boleto - à prazo;19/11/2021;0,15;28/11/2021;1
1863;Casaco;Seção Feminina;26,55;91;2416,05;À prazo - Cartão;19/11/2021;0,15;24/11/2021;1
1864;Sapato;Seção Feminina;26,55;9;238,95;À prazo - Cartão;20/11/2021;0,1;30/12/2021;0
1865;Vestido;Seção Feminina;26,1;27;704,7;Dinheiro - À vista;21/11/2021;0,1;21/11/2021;1
1866;Vestido;Seção Feminina;26,1;11;287,1;À vista - boleto;22/11/2021;0,15;07/12/2021;0
1867;Calça;Seção Feminina;21,2;46;975,2;Boleto - à prazo;22/11/2021;0,1;30/12/2021;0
1868;Vestido;Seção Feminina;26,1;1;26,1;À prazo - Cartão;22/11/2021;0,1;15/01/2022;1
1869;Calça;Seção Feminina;35,18;31;1090,58;À vista - cartão;22/11/2021;0,1;27/12/2021;0
1870;Vestido;Seção Masculina;44,21;80;3536,8;Boleto - à prazo;23/11/2021;0,1;27/11/2021;0
1871;Casaco;Seção Feminina;21,34;31;661,54;À vista - cartão;23/11/2021;0,1;23/12/2021;1
1872;Sapato;Seção Masculina;26,55;44;1168,2;À vista - boleto;23/11/2021;0,1;25/11/2021;1
1873;Calça;Seção Masculina;44,21;46;2033,66;À prazo - Cartão;24/11/2021;0,15;07/12/2021;1
1874;Casaco;Seção Feminina;21,34;4;85,36;Dinheiro - À vista;24/11/2021;0,1;24/11/2021;1
1875;Vestido;Seção Feminina;21,2;65;1378;À prazo - Cartão;24/11/2021;0,1;24/12/2021;0
1876;Sapato;Seção Feminina;21,2;51;1081,2;À prazo - Cartão;24/11/2021;0,15;06/12/2021;1
1877;Casaco;Seção Feminina;21,34;66;1408,44;À vista - boleto;24/11/2021;0,1;07/12/2021;0
1878;Calça;Seção Feminina;21,2;98;2077,6;Boleto - à prazo;24/11/2021;0,1;20/12/2021;0
1879;Casaco;Seção Masculina;26,1;2;52,2;À vista - cartão;25/11/2021;0,15;13/01/2022;1
1880;Sapato;Seção Feminina;21,2;16;339,2;À prazo - Cartão;25/11/2021;0,1;10/01/2022;0
1881;Vestido;Seção Feminina;26,55;80;2124;Dinheiro - À vista;26/11/2021;0,1;26/11/2021;1
1882;Vestido;Seção Masculina;21;81;1701;À prazo - Cartão;27/11/2021;0,1;25/12/2021;0
1883;Sapato;Seção Feminina;44,21;55;2431,55;Boleto - à prazo;27/11/2021;0,1;20/01/2022;0
1884;Calça;Seção Masculina;21,2;67;1420,4;À prazo - Cartão;27/11/2021;0,15;16/01/2022;0
1885;Sapato;Seção Masculina;26,55;78;2070,9;Boleto - à prazo;28/11/2021;0,1;07/01/2022;1
1886;Calça;Seção Feminina;21;52;1092;À prazo - Cartão;28/11/2021;0,15;12/12/2021;1
1887;Calça;Seção Feminina;35,18;87;3060,66;À vista - boleto;29/11/2021;0,1;22/01/2022;1
1888;Vestido;Seção Feminina;26,1;43;1122,3;À prazo - Cartão;29/11/2021;0,1;26/12/2021;0
1889;Sapato;Seção Feminina;21,34;71;1515,14;Boleto - à prazo;29/11/2021;0,15;30/12/2021;0
1890;Sapato;Seção Feminina;26,1;46;1200,6;Boleto - à prazo;30/11/2021;0,1;15/12/2021;0
1891;Sapato;Seção Feminina;26,55;1;26,55;Boleto - à prazo;30/11/2021;0,15;30/12/2021;1
1892;Sapato;Seção Masculina;44,21;43;1901,03;Boleto - à prazo;01/12/2021;0,15;18/12/2021;0
1893;Casaco;Seção Feminina;26,55;75;1991,25;À vista - cartão;02/12/2021;0,1;12/01/2022;1
1894;Sapato;Seção Masculina;44,21;74;3271,54;À vista - cartão;02/12/2021;0,1;16/12/2021;1
1895;Sapato;Seção Feminina;21,34;15;320,1;À vista - cartão;02/12/2021;0,1;23/12/2021;1
1896;Vestido;Seção Masculina;26,55;68;1805,4;À prazo - Cartão;02/12/2021;0,1;31/12/2021;0
1897;Calça;Seção Masculina;21,2;69;1462,8;Boleto - à prazo;03/12/2021;0,15;24/01/2022;1
1898;Sapato;Seção Feminina;21,34;45;960,3;À vista - boleto;03/12/2021;0,15;28/01/2022;0
1899;Sapato;Seção Masculina;21,34;46;981,64;À vista - cartão;03/12/2021;0,05;31/01/2022;0
1900;Sapato;Seção Masculina;35,18;77;2708,86;Boleto - à prazo;03/12/2021;0,05;12/01/2022;1
1901;Casaco;Seção Masculina;26,55;2;53,1;Boleto - à prazo;03/12/2021;0,1;07/12/2021;1
1902;Casaco;Seção Feminina;38,93;77;2997,61;Boleto - à prazo;04/12/2021;0,1;05/12/2021;1
1903;Vestido;Seção Masculina;26,1;16;417,6;Boleto - à prazo;04/12/2021;0,1;29/12/2021;1
1904;Casaco;Seção Feminina;26,1;45;1174,5;À prazo - Cartão;05/12/2021;0,1;06/12/2021;1
1905;Sapato;Seção Masculina;21,34;50;1067;Boleto - à prazo;05/12/2021;0,1;25/01/2022;0
1906;Vestido;Seção Feminina;21,34;89;1899,26;Boleto - à prazo;06/12/2021;0,15;25/12/2021;1
1907;Casaco;Seção Masculina;26,1;65;1696,5;Boleto - à prazo;06/12/2021;0,1;15/12/2021;0
1908;Sapato;Seção Masculina;26,1;58;1513,8;Boleto - à prazo;06/12/2021;0,15;18/12/2021;0
1909;Calça;Seção Feminina;21,34;69;1472,46;À vista - boleto;06/12/2021;0,1;04/02/2022;1
1910;Sapato;Seção Masculina;35,18;66;2321,88;Boleto - à prazo;06/12/2021;0,05;22/12/2021;1
1911;Sapato;Seção Masculina;38,93;14;545,02;Boleto - à prazo;07/12/2021;0,15;24/01/2022;0
1912;Vestido;Seção Masculina;21,34;84;1792,56;Boleto - à prazo;07/12/2021;0,15;10/01/2022;0
1913;Sapato;Seção Masculina;21,34;20;426,8;Boleto - à prazo;07/12/2021;0,05;26/12/2021;0
1914;Vestido;Seção Masculina;44,21;16;707,36;Boleto - à prazo;09/12/2021;0,1;25/12/2021;0
1915;Calça;Seção Masculina;26,1;23;600,3;Dinheiro - À vista;09/12/2021;0,1;09/12/2021;0
1916;Vestido;Seção Feminina;26,55;46;1221,3;Boleto - à prazo;10/12/2021;0,1;26/01/2022;1
1917;Tênis;Seção Feminina;44,21;15;663,15;Boleto - à prazo;10/12/2021;0,1;14/12/2021;1
1918;Casaco;Seção Feminina;26,55;51;1354,05;Dinheiro - À vista;10/12/2021;0,1;10/12/2021;0
1919;Sapato;Seção Feminina;26,1;98;2557,8;Boleto - à prazo;10/12/2021;0,1;07/02/2022;0
1920;Casaco;Seção Masculina;21,2;25;530;Boleto - à prazo;11/12/2021;0,1;21/12/2021;1
1921;Sapato;Seção Feminina;21,34;28;597,52;Boleto - à prazo;11/12/2021;0,1;07/02/2022;0
1922;Calça;Seção Feminina;21;19;399;À vista - boleto;11/12/2021;0,1;11/01/2022;0
1923;Casaco;Seção Masculina;44,21;97;4288,37;Dinheiro - À vista;11/12/2021;0,15;11/12/2021;0
1924;Tênis;Seção Feminina;21,34;41;874,94;Boleto - à prazo;12/12/2021;0,1;28/12/2021;0
1925;Calça;Seção Feminina;44,21;3;132,63;À vista - cartão;12/12/2021;0,15;06/01/2022;1
1926;Vestido;Seção Feminina;21,2;11;233,2;Boleto - à prazo;12/12/2021;0,15;10/02/2022;0
1927;Tênis;Seção Masculina;26,1;24;626,4;Boleto - à prazo;12/12/2021;0,1;26/01/2022;0
1928;Casaco;Seção Feminina;26,55;54;1433,7;Boleto - à prazo;12/12/2021;0,05;18/01/2022;0
1929;Sapato;Seção Masculina;21,34;45;960,3;Boleto - à prazo;13/12/2021;0,1;23/12/2021;0
1930;Vestido;Seção Feminina;38,93;24;934,32;À vista - cartão;13/12/2021;0,1;31/12/2021;0
1931;Calça;Seção Masculina;26,55;52;1380,6;À vista - boleto;13/12/2021;0,1;10/02/2022;1
1932;Calça;Seção Masculina;26,55;43;1141,65;Dinheiro - À vista;15/12/2021;0,1;15/12/2021;1
1933;Calça;Seção Masculina;44,21;65;2873,65;Boleto - à prazo;16/12/2021;0,1;19/01/2022;0
1934;Tênis;Seção Masculina;21,2;52;1102,4;Boleto - à prazo;16/12/2021;0,15;29/01/2022;1
1935;Casaco;Seção Masculina;26,55;26;690,3;Boleto - à prazo;16/12/2021;0,1;06/02/2022;0
1936;Calça;Seção Masculina;44,21;62;2741,02;À vista - Dinheiro;17/12/2021;0,1;17/12/2021;0
1937;Sapato;Seção Feminina;44,21;78;3448,38;Boleto - à prazo;17/12/2021;0,1;13/01/2022;0
1938;Casaco;Seção Masculina;26,55;95;2522,25;À vista - Dinheiro;17/12/2021;0,15;17/12/2021;0
1939;Vestido;Seção Masculina;38,93;50;1946,5;Dinheiro - À vista;18/12/2021;0,15;18/12/2021;1
1940;Calça;Seção Masculina;26,1;84;2192,4;À vista - boleto;18/12/2021;0,1;20/12/2021;0
1941;Calça;Seção Masculina;21,34;84;1792,56;À prazo - Cartão;18/12/2021;0,1;14/02/2022;0
1942;Vestido;Seção Feminina;44,21;54;2387,34;Dinheiro - À vista;18/12/2021;0,1;18/12/2021;1
1943;Tênis;Seção Masculina;38,93;48;1868,64;Boleto - à prazo;18/12/2021;0,15;03/02/2022;0
1944;Sapato;Seção Feminina;21;32;672;À prazo - Cartão;19/12/2021;0,15;29/12/2021;0
1945;Calça;Seção Masculina;26,55;94;2495,7;À vista - boleto;19/12/2021;0,15;18/01/2022;1
1946;Sapato;Seção Masculina;44,21;43;1901,03;Dinheiro - À vista;19/12/2021;0,1;19/12/2021;1
1947;Vestido;Seção Masculina;38,93;1;38,93;À vista - boleto;19/12/2021;0,1;31/01/2022;1
1948;Vestido;Seção Masculina;26,1;24;626,4;À vista - cartão;21/12/2021;0,1;03/01/2022;1
1949;Tênis;Seção Feminina;21,34;6;128,04;À vista - boleto;21/12/2021;0,1;18/02/2022;0
1950;Vestido;Seção Feminina;26,55;19;504,45;Boleto - à prazo;21/12/2021;0,15;07/02/2022;1
1951;Calça;Seção Masculina;26,55;68;1805,4;Boleto - à prazo;21/12/2021;0,1;06/01/2022;1
1952;Vestido;Seção Feminina;26,55;32;849,6;À vista - boleto;21/12/2021;0,1;11/02/2022;1
1953;Vestido;Seção Feminina;21,2;81;1717,2;À prazo - Cartão;22/12/2021;0,1;18/01/2022;0
1954;Sapato;Seção Feminina;26,55;17;451,35;Boleto - à prazo;23/12/2021;0,15;15/02/2022;0
1955;Casaco;Seção Masculina;26,55;40;1062;À vista - boleto;24/12/2021;0,1;10/02/2022;0
1956;Casaco;Seção Feminina;38,93;90;3503,7;Boleto - à prazo;25/12/2021;0,1;04/02/2022;1
1957;Vestido;Seção Masculina;26,55;76;2017,8;À vista - boleto;25/12/2021;0,1;22/01/2022;0
1958;Calça;Seção Feminina;44,21;55;2431,55;Boleto - à prazo;25/12/2021;0,1;12/01/2022;1
1959;Calça;Seção Feminina;21,34;67;1429,78;À vista - cartão;26/12/2021;0,15;28/01/2022;1
1960;Vestido;Seção Masculina;26,55;50;1327,5;Boleto - à prazo;26/12/2021;0,1;06/02/2022;0
1961;Calça;Seção Feminina;26,1;83;2166,3;À prazo - Cartão;26/12/2021;0,1;13/02/2022;1
1962;Vestido;Seção Feminina;26,55;81;2150,55;À vista - boleto;28/12/2021;0,05;01/02/2022;1
1963;Vestido;Seção Masculina;21,2;58;1229,6;À vista - boleto;28/12/2021;0,1;29/01/2022;0
1964;Vestido;Seção Masculina;44,21;41;1812,61;Boleto - à prazo;28/12/2021;0,1;06/02/2022;1
1965;Calça;Seção Masculina;26,55;14;371,7;À prazo - Cartão;29/12/2021;0,1;25/01/2022;1
1966;Casaco;Seção Masculina;26,1;34;887,4;À prazo - Cartão;29/12/2021;0,1;15/02/2022;1
1967;Calça;Seção Feminina;44,21;14;618,94;Boleto - à prazo;29/12/2021;0,1;06/01/2022;0
1968;Casaco;Seção Masculina;26,55;13;345,15;À prazo - Cartão;30/12/2021;0,1;24/01/2022;0
1969;Sapato;Seção Masculina;21,2;70;1484;Boleto - à prazo;30/12/2021;0,1;08/02/2022;0
1970;Vestido;Seção Feminina;44,21;35;1547,35;À vista - cartão;30/12/2021;0,15;03/01/2022;0
1971;Sapato;Seção Masculina;44,21;37;1635,77;Dinheiro - À vista;31/12/2021;0,05;31/12/2021;1
1972;Casaco;Seção Feminina;26,1;74;1931,4;À prazo - Cartão;31/12/2021;0,1;28/01/2022;0
1973;Vestido;Seção Feminina;21,34;7;149,38;À vista - cartão;31/12/2021;0,15;21/01/2022;0
1974;Casaco;Seção Masculina;26,1;81;2114,1;Boleto - à prazo;01/01/2022;0,15;19/02/2022;0
1975;Calça;Seção Masculina;21,34;39;832,26;À vista - cartão;01/01/2022;0,15;17/01/2022;1
1976;Sapato;Seção Masculina;44,21;98;4332,58;À prazo - Cartão;01/01/2022;0,05;03/02/2022;0
1977;Vestido;Seção Masculina;21,2;78;1653,6;À prazo - Cartão;01/01/2022;0,15;20/01/2022;1
1978;Casaco;Seção Masculina;38,93;6;233,58;Dinheiro - À vista;01/01/2022;0,1;01/01/2022;1
1979;Vestido;Seção Masculina;38,93;33;1284,69;À vista - cartão;02/01/2022;0,1;18/01/2022;0
1980;Vestido;Seção Masculina;44,21;13;574,73;Boleto - à prazo;02/01/2022;0,15;10/02/2022;0
1981;Vestido;Seção Masculina;38,93;55;2141,15;À prazo - Cartão;02/01/2022;0,1;18/01/2022;0
1982;Sapato;Seção Masculina;21,2;43;911,6;À prazo - Cartão;03/01/2022;0,1;05/01/2022;0
1983;Vestido;Seção Feminina;35,18;65;2286,7;À prazo - Cartão;03/01/2022;0,1;14/01/2022;1
1984;Vestido;Seção Feminina;26,55;51;1354,05;Boleto - à prazo;03/01/2022;0,1;08/02/2022;1
1985;Calça;Seção Masculina;21,34;68;1451,12;Boleto - à prazo;04/01/2022;0,05;21/02/2022;1
1986;Calça;Seção Masculina;21,34;90;1920,6;Boleto - à prazo;05/01/2022;0,1;08/01/2022;0
1987;Casaco;Seção Masculina;38,93;100;3893;À prazo - Cartão;06/01/2022;0,1;19/01/2022;1
1988;Calça;Seção Masculina;26,1;23;600,3;Boleto - à prazo;06/01/2022;0,1;19/02/2022;0
1989;Casaco;Seção Masculina;44,21;11;486,31;Boleto - à prazo;06/01/2022;0,15;20/02/2022;0
1990;Casaco;Seção Feminina;26,55;96;2548,8;À vista - boleto;07/01/2022;0,1;16/02/2022;0
1991;Casaco;Seção Feminina;21,34;28;597,52;À vista - cartão;08/01/2022;0,15;24/02/2022;0
1992;Vestido;Seção Feminina;44,21;100;4421;À prazo - Cartão;08/01/2022;0,1;18/01/2022;0
1993;Sapato;Seção Masculina;26,55;82;2177,1;Dinheiro - À vista;08/01/2022;0,1;08/01/2022;1
1994;Tênis;Seção Feminina;21,2;53;1123,6;Boleto - à prazo;09/01/2022;0,15;14/02/2022;0
1995;Calça;Seção Masculina;21,34;42;896,28;Boleto - à prazo;09/01/2022;0,1;20/02/2022;0
1996;Tênis;Seção Masculina;44,21;75;3315,75;À vista - boleto;09/01/2022;0,15;04/03/2022;1
1997;Casaco;Seção Masculina;38,93;92;3581,56;À vista - cartão;09/01/2022;0,1;01/03/2022;0
1998;Sapato;Seção Feminina;21,2;59;1250,8;Boleto - à prazo;09/01/2022;0,1;21/01/2022;1
1999;Sapato;Seção Masculina;26,1;55;1435,5;Boleto - à prazo;09/01/2022;0,1;25/02/2022;1
2000;Casaco;Seção Feminina;26,1;11;287,1;À prazo - Cartão;10/01/2022;0,15;28/02/2022;0
2001;Casaco;Seção Feminina;44,21;71;3138,91;Boleto - à prazo;10/01/2022;0,1;03/03/2022;1
2002;Sapato;Seção Feminina;44,21;73;3227,33;Boleto - à prazo;10/01/2022;0,15;31/01/2022;0
2003;Vestido;Seção Masculina;21,34;67;1429,78;Boleto - à prazo;10/01/2022;0,05;23/01/2022;0
2004;Casaco;Seção Masculina;26,55;27;716,85;Boleto - à prazo;11/01/2022;0,1;04/02/2022;1
2005;Casaco;Seção Feminina;26,55;44;1168,2;Boleto - à prazo;11/01/2022;0,15;24/01/2022;1
2006;Casaco;Seção Masculina;26,55;90;2389,5;À prazo - Cartão;11/01/2022;0,1;05/03/2022;0
2007;Sapato;Seção Feminina;38,93;74;2880,82;À vista - boleto;11/01/2022;0,1;13/02/2022;0
2008;Tênis;Seção Feminina;21,34;36;768,24;À prazo - Cartão;12/01/2022;0,1;24/02/2022;1
2009;Sapato;Seção Masculina;26,55;92;2442,6;Boleto - à prazo;13/01/2022;0,1;05/02/2022;0
2010;Calça;Seção Masculina;38,93;25;973,25;À prazo - Cartão;13/01/2022;0,15;18/01/2022;0
2011;Vestido;Seção Feminina;26,55;34;902,7;Boleto - à prazo;13/01/2022;0,1;15/02/2022;1
2012;Sapato;Seção Masculina;44,21;95;4199,95;À prazo - Cartão;13/01/2022;0,15;08/03/2022;0
2013;Calça;Seção Feminina;44,21;28;1237,88;Boleto - à prazo;14/01/2022;0,15;12/02/2022;1
2014;Calça;Seção Feminina;26,55;6;159,3;À vista - boleto;14/01/2022;0,05;28/02/2022;0
2015;Vestido;Seção Masculina;26,1;79;2061,9;À vista - Dinheiro;14/01/2022;0,1;14/01/2022;0
2016;Calça;Seção Masculina;21;16;336;À vista - cartão;15/01/2022;0,1;08/03/2022;0
2017;Sapato;Seção Feminina;44,21;2;88,42;Boleto - à prazo;15/01/2022;0,05;20/02/2022;1
2018;Casaco;Seção Masculina;38,93;13;506,09;Boleto - à prazo;16/01/2022;0,1;20/01/2022;0
2019;Sapato;Seção Masculina;26,1;3;78,3;Boleto - à prazo;16/01/2022;0,1;23/01/2022;1
2020;Calça;Seção Masculina;21,34;95;2027,3;À vista - cartão;16/01/2022;0,1;03/02/2022;1
2021;Vestido;Seção Feminina;21;6;126;Boleto - à prazo;16/01/2022;0,1;24/01/2022;1
2022;Vestido;Seção Feminina;38,93;45;1751,85;Boleto - à prazo;17/01/2022;0,15;04/02/2022;1
2023;Casaco;Seção Masculina;26,55;78;2070,9;Boleto - à prazo;17/01/2022;0,15;10/03/2022;0
2024;Tênis;Seção Masculina;26,1;55;1435,5;Boleto - à prazo;17/01/2022;0,1;14/02/2022;0
2025;Sapato;Seção Masculina;35,18;71;2497,78;À prazo - Cartão;18/01/2022;0,1;14/02/2022;1
2026;Calça;Seção Masculina;26,1;66;1722,6;Dinheiro - À vista;18/01/2022;0,1;18/01/2022;1
2027;Vestido;Seção Feminina;26,55;60;1593;Dinheiro - À vista;19/01/2022;0,1;19/01/2022;0
2028;Vestido;Seção Masculina;21,34;70;1493,8;Boleto - à prazo;19/01/2022;0,05;16/03/2022;0
2029;Vestido;Seção Masculina;38,93;32;1245,76;À vista - cartão;20/01/2022;0,1;09/02/2022;0
2030;Calça;Seção Masculina;44,21;51;2254,71;À vista - cartão;20/01/2022;0,15;01/02/2022;0
2031;Tênis;Seção Masculina;44,21;86;3802,06;À prazo - Cartão;21/01/2022;0,1;02/02/2022;0
2032;Vestido;Seção Masculina;44,21;38;1679,98;À prazo - Cartão;21/01/2022;0,05;17/03/2022;0
2033;Vestido;Seção Masculina;44,21;65;2873,65;À vista - boleto;21/01/2022;0,1;23/02/2022;1
2034;Calça;Seção Feminina;21,34;69;1472,46;Boleto - à prazo;22/01/2022;0,05;01/03/2022;0
2035;Sapato;Seção Masculina;26,55;90;2389,5;Dinheiro - À vista;23/01/2022;0,1;23/01/2022;1
2036;Sapato;Seção Masculina;38,93;47;1829,71;Dinheiro - À vista;24/01/2022;0,15;24/01/2022;1
2037;Sapato;Seção Masculina;21,34;73;1557,82;Boleto - à prazo;24/01/2022;0,1;25/03/2022;0
2038;Vestido;Seção Masculina;26,55;4;106,2;À vista - boleto;24/01/2022;0,1;18/03/2022;0
2039;Sapato;Seção Masculina;21,34;10;213,4;À vista - boleto;24/01/2022;0,1;21/02/2022;1
2040;Vestido;Seção Masculina;38,93;39;1518,27;Dinheiro - À vista;26/01/2022;0,1;26/01/2022;0
2041;Vestido;Seção Feminina;44,21;78;3448,38;À prazo - Cartão;26/01/2022;0,1;25/02/2022;0
2042;Sapato;Seção Masculina;44,21;98;4332,58;À vista - cartão;27/01/2022;0,1;20/03/2022;0
2043;Vestido;Seção Feminina;38,93;63;2452,59;Boleto - à prazo;27/01/2022;0,1;22/02/2022;1
2044;Calça;Seção Masculina;26,1;42;1096,2;À vista - boleto;27/01/2022;0,15;03/03/2022;1
2045;Vestido;Seção Feminina;21,2;42;890,4;À prazo - Cartão;27/01/2022;0,1;17/03/2022;1
2046;Sapato;Seção Masculina;26,1;9;234,9;À vista - cartão;28/01/2022;0,1;19/03/2022;1
2047;Sapato;Seção Feminina;26,55;96;2548,8;Boleto - à prazo;28/01/2022;0,1;22/02/2022;1
2048;Vestido;Seção Masculina;26,55;16;424,8;Boleto - à prazo;28/01/2022;0,1;06/03/2022;0
2049;Vestido;Seção Masculina;38,93;72;2802,96;À prazo - Cartão;28/01/2022;0,1;09/03/2022;1
2050;Casaco;Seção Feminina;26,55;97;2575,35;Boleto - à prazo;28/01/2022;0,1;01/03/2022;0
2051;Casaco;Seção Masculina;21,2;34;720,8;À prazo - Cartão;29/01/2022;0,1;18/03/2022;1
2052;Vestido;Seção Masculina;44,21;25;1105,25;Boleto - à prazo;29/01/2022;0,1;18/03/2022;0
2053;Sapato;Seção Feminina;44,21;27;1193,67;À vista - Dinheiro;29/01/2022;0,1;29/01/2022;0
2054;Tênis;Seção Masculina;26,55;65;1725,75;Boleto - à prazo;29/01/2022;0,1;13/02/2022;1
2055;Sapato;Seção Feminina;21;39;819;À prazo - Cartão;30/01/2022;0,15;04/03/2022;0
2056;Sapato;Seção Masculina;21,34;19;405,46;Boleto - à prazo;31/01/2022;0,1;04/03/2022;0
2057;Sapato;Seção Masculina;38,93;40;1557,2;À vista - boleto;31/01/2022;0,15;08/03/2022;0
2058;Vestido;Seção Masculina;21,34;92;1963,28;Boleto - à prazo;01/02/2022;0,1;30/03/2022;0
2059;Sapato;Seção Masculina;26,55;77;2044,35;À prazo - Cartão;01/02/2022;0,15;11/03/2022;0
2060;Sapato;Seção Feminina;21,34;88;1877,92;Boleto - à prazo;02/02/2022;0,1;06/03/2022;1
2061;Sapato;Seção Feminina;21;83;1743;Boleto - à prazo;02/02/2022;0,1;28/02/2022;1
2062;Casaco;Seção Feminina;44,21;4;176,84;Dinheiro - À vista;02/02/2022;0,05;02/02/2022;0
2063;Casaco;Seção Masculina;21,2;34;720,8;À vista - boleto;03/02/2022;0,1;05/03/2022;1
2064;Vestido;Seção Feminina;26,55;18;477,9;À vista - cartão;04/02/2022;0,1;06/03/2022;0
2065;Vestido;Seção Feminina;21;68;1428;À prazo - Cartão;04/02/2022;0,1;25/02/2022;1
2066;Casaco;Seção Masculina;38,93;19;739,67;Boleto - à prazo;05/02/2022;0,1;12/03/2022;0
2067;Vestido;Seção Feminina;26,55;24;637,2;À prazo - Cartão;05/02/2022;0,05;11/02/2022;0
2068;Sapato;Seção Feminina;21,34;47;1002,98;À prazo - Cartão;05/02/2022;0,1;08/02/2022;0
2069;Calça;Seção Masculina;38,93;76;2958,68;À vista - boleto;06/02/2022;0,15;13/03/2022;1
2070;Casaco;Seção Feminina;26,55;53;1407,15;À vista - boleto;07/02/2022;0,1;15/02/2022;1
2071;Sapato;Seção Feminina;26,55;64;1699,2;À vista - cartão;07/02/2022;0,15;12/03/2022;0
2072;Calça;Seção Masculina;21,2;65;1378;Boleto - à prazo;07/02/2022;0,15;05/04/2022;0
2073;Sapato;Seção Masculina;38,93;55;2141,15;Dinheiro - À vista;08/02/2022;0,05;08/02/2022;1
2074;Sapato;Seção Feminina;38,93;83;3231,19;Boleto - à prazo;08/02/2022;0,1;22/03/2022;0
2075;Sapato;Seção Feminina;38,93;1;38,93;Boleto - à prazo;08/02/2022;0,15;06/04/2022;0
2076;Sapato;Seção Masculina;44,21;75;3315,75;À prazo - Cartão;08/02/2022;0,1;27/03/2022;0
2077;Sapato;Seção Masculina;44,21;99;4376,79;À vista - Dinheiro;08/02/2022;0,1;08/02/2022;1
2078;Casaco;Seção Masculina;26,55;6;159,3;À vista - cartão;09/02/2022;0,1;05/04/2022;1
2079;Tênis;Seção Feminina;38,93;14;545,02;À vista - Dinheiro;10/02/2022;0,1;10/02/2022;1
2080;Tênis;Seção Feminina;26,55;42;1115,1;Dinheiro - À vista;10/02/2022;0,1;10/02/2022;1
2081;Sapato;Seção Masculina;26,55;49;1300,95;À prazo - Cartão;10/02/2022;0,1;07/03/2022;0
2082;Sapato;Seção Masculina;26,1;88;2296,8;Boleto - à prazo;10/02/2022;0,1;05/03/2022;0
2083;Casaco;Seção Masculina;21;66;1386;À prazo - Cartão;11/02/2022;0,1;19/02/2022;1
2084;Tênis;Seção Feminina;21,34;13;277,42;Dinheiro - À vista;12/02/2022;0,1;12/02/2022;1
2085;Vestido;Seção Feminina;26,55;14;371,7;Boleto - à prazo;12/02/2022;0,15;04/03/2022;1
2086;Sapato;Seção Masculina;38,93;98;3815,14;Dinheiro - À vista;12/02/2022;0,1;12/02/2022;1
2087;Sapato;Seção Feminina;26,55;87;2309,85;À prazo - Cartão;12/02/2022;0,15;05/03/2022;0
2088;Sapato;Seção Feminina;26,55;78;2070,9;Boleto - à prazo;12/02/2022;0,15;30/03/2022;0
2089;Casaco;Seção Masculina;26,55;68;1805,4;À vista - boleto;13/02/2022;0,1;11/04/2022;1
2090;Calça;Seção Masculina;26,1;13;339,3;À prazo - Cartão;13/02/2022;0,1;10/03/2022;0
2091;Sapato;Seção Feminina;21,2;4;84,8;Dinheiro - À vista;13/02/2022;0,15;13/02/2022;1
2092;Casaco;Seção Masculina;21,2;40;848;Boleto - à prazo;13/02/2022;0,1;22/02/2022;0
2093;Sapato;Seção Masculina;21;51;1071;À vista - cartão;14/02/2022;0,1;28/02/2022;1
2094;Vestido;Seção Masculina;38,93;27;1051,11;Dinheiro - À vista;15/02/2022;0,1;15/02/2022;0
2095;Vestido;Seção Feminina;26,55;89;2362,95;Boleto - à prazo;16/02/2022;0,1;02/04/2022;1
